questionText,answerText,category
i just about fall asleep then i cant help but sit up and walk around,this is very common sleep is when we are most vulnerable and it requires our bodies to let go of control and lose awareness of a lot of our environment has anything bad ever happened to you at night or when you were sleeping this could be something to consider your body may be feeling a need to protect you by not letting you relax and instead keeping you awake and aware to anything around youcould you be worrying about what is happening the following day its also normal to have pressures of the next day rolling through our minds before our bodies commit to sleep if you pay attention to what you are thinking about before bed that could tell you a lot about what you worry about in your lifenot everyone is into meditation or mindfulness but these methods can help send the message to your brain that you are safe there are some pretty neat apps like calm and headspace or mindfulness videos on youtube that have a variety of tools to fit what you may need it may take a while for these to really start to show results so keep at it if you have the chancejournaling can also be a great way to release some of the stress from the day and silence the mind a bit consulting with a doctor may also be a plus if your sleep continues to be impacted not having proper sleep can lead to more anxiety and reduce the bodys capabilities to regulate emotion leading to worsened sleep sometimes having a buffer there can help get your sleep on a better track while you work on the anxiety hope you find some of this helpful,Anxiety
i just about fall asleep then i cant help but sit up and walk around,maybe you are afraid to let go of your problems for a few hoursalthough you didnt write this usually what keeps people awake or prevents them from falling asleep are worries about certain situations in their livesif this describes you then maybe talk with yourself to convince you that you are entitled to a good nights sleepreally we all are and feeling rested from the day and lifes tensions will better you to handle whatever the particular matters arealso maybe you will be more enthusiastic to go to bed if you have a comfy mattress and nice pillows make your bed an inviting place because this will tempt you to enjoy relaxing enough to go to sleep,Anxiety
im just an extremely paranoid person i constantly feel as though i am in some sort of danger like as though i live in a horror movie with no resolution it worsens at night it gets to the point im scared in my own home more so than anything i have no access to the help i need so im desperate,that really sucks and im sorry thats happening to youim curious what kind of paranoia you are experiencinglike someone will hurt you that something bad in general will happen sometimes intrusive thoughts like paranoid thoughts are just thoughts they dont mean you are actually in danger or that something bad will happen so pay attention to the meaning you apply to those thoughts if youve been through something traumatic such as rape domestic violence or any situation like that it could provoke paranoia bigtime your brain feels as if it has to be hypervigilant meaning it has to be extra attuned to everything around you to keep you safe thats exhausting if its worse at night that probably means you arent getting much sleepalso exhausting and contributes to heightened paranoia so it becomes a pretty vicious cycleits not shocking that its worse at night because night is generally a scarier time and sleeping is physically when we are in our most vulnerable state it can help to take a look at how much of that paranoia is actually helping you to protect yourself vs how much is additional stress a way to figure that out is to ask the question what behaviors are necessary to keep you safe so if you lock your doors lock the windows shut the curtains have an escape plan if neededim not sure what your situation is is that the most you can do beyond that are you performing other behaviors that may not be keeping you safe but exist to cope with the paranoia for example if you are checking over and over to make sure the doors and windows are locked those behaviors are more like compulsionsrituals that help you feel safe by reducing anxiety even though they use a ton of energy to perform response prevention can be helpful herethis method involves avoiding your usual response so that you can sit with the anxiety rather than escaping it through the behaviors lets say your anxiety rises and you feel the need to check the door lock you check the lock its for sure locked and your anxiety is reduced at the same time the behavior of checking the lock is reinforced by feeling better so your brain decides if you want to feel better you need to check the lock it becomes an exhausting habit that only temporarily makes you feel safe however if you feel a bout of anxiety and sit through it without checking the lock your anxiety will go back down and your brain learns that you dont need to perform that behavior over and over im so sad to hear you dont have access to help there may be some counselors right now offering reducedrate or probono free sessions via telehealth due to covid19 so if you search around on google for your specific state you may find someone that can help you from your home counselors usually reserve space on their schedules for people that cannot afford therapy or need a lesser rateyou are always welcome to come back to this forum and ask additional questions,Anxiety
im just an extremely paranoid person i constantly feel as though i am in some sort of danger like as though i live in a horror movie with no resolution it worsens at night it gets to the point im scared in my own home more so than anything i have no access to the help i need so im desperate,one approach is to be more accepting of yourself as someone who has fearsit is much easier to manage a problem when youre not fighting yourself for having a problemonce you are willing to accept this quality within yourself you may start to feel a little more relaxed about handling the fears when they ariseone answer is to examine the facts about the fears ask yourself fact based questions as to how you would handle the worse case scenario of your fearsfeeling prepared whether or not the circumstance is highly unlikely to happen may increase your peace of mind with living the great fears within your mind,Anxiety
i dont know if im normal im really scared to touch a girl im a young adult and a virgin my fiance and i want to have sex soon and this might mess everything up because she wants a baby soon as well,only going off of the information in your question it seems like you maybe have some performance anxiety and fear disappointing your fiance fear can be tricky in the sense that it quite often masquerades as something that seems under our control for example your fear of touching a girl may actually be a fear of being incompetently intimate or a bad fianceits easier to deal with those fears by avoiding touch because that gives you control and how else would you deal with those fears i wonder if your fiance can be of any help to you its scary to admit fears to people close to us but they can also offer some of the best support if thats been something youve experienced with her in the pastit sounds like you are really hard on yourself as well its normal to have anxiety about your first time having sexthats a really special milestone maybe its worth looking into performance anxiety tips that can help you feel more prepared without removing the spontaneity of intimacyif it feels like nothing is working for you you could see a counselor or sex therapist to explore more of that fear its nothing to be ashamed about because it does happen to both men and women,Anxiety
i dont know if im normal im really scared to touch a girl im a young adult and a virgin my fiance and i want to have sex soon and this might mess everything up because she wants a baby soon as well,your question is a good onethe best way to decrease the fear would be to talk with your fiancee about it eventually shell find out and better to talk about it when there is less pressure than to be in the midst of a situation which frightens youalso she may feel similar to you who knowsdiscussing a topic which relates directly to your relationship is a good way to increase emotional intimacy and emotional intimacy has a lot to do with feeling at ease with physical intimacy,Anxiety
i shake and have panic attacks,so glad you are reaching out panic attacks are very frighteningfor some reason and i promise there is one your brain is sending off false alarms even though you are probably safe this is called the fight or flight response and part of the bodys way of fighting off perceived threats including those that are not genuinely dangeroussome reasons people have panic attacks is if they are under too much emotional or physical stress any type of exhaustion or lack of sleep history of trauma unprocessed emotions etc you dont have to know why you are having panic attacks to work with them but it can help to understand its origins and target them at the sourcesomething to know is that the presence of anxiety does not mean you are in any danger no matter how much your body is elevated anxiety is just our bodys way of letting us know something is off though it often exaggerates the response because it doesnt always operate from a place of logic triggers could be as small as a word smell time of day or really anything triggers can also be physical sensations inside our bodies though panic attacks are very scary and feel incredibly uncomfortable they will not kill youwhat message might your body be sending you via panic attacks is there any area of your life you could step away from at all to give yourself some relief if you pay attention to when panic attacks happen that could clue you into what is setting off that false alarmsome apps that are really great for relaxation and use breathing techniques are calm headspace panicshield etc try some out and see which ones really fit for your needs breathing is a great tool because you always have it right there with you and its something you can control when it feels like your body is out of control,Anxiety
i shake and have panic attacks,one way to understand panic attacks is as a sign of feeling insecure or lacking confidence in a certain area or characteristic of yourselfthe insecurity can sometimes feel overwhelming and this starts the sense of panic one way to build your sense of security within yourself is to have a simple life and a slow paced life when there are many activities or involvements to pay attention then it is easy to not give full attention to all of them this may trigger a sense of insecurity since in fact you may not have had sufficient time to study and know your own opinion about all of what your life is immersed ina simpler life of fewer activities allows more time to know and understand your own inner feelings and reactionsto know more about yourself may help build your confidence and security in your ability to know and live what goes on in your life,Anxiety
i shake and have panic attacks,one of the first things i would suggest is to see if you can keep track of what is leading you to feel anxious if you shake all the time consider talking with your primary care physician sometimes that can be a hormonal imbalance or another chemical imbalance such as thyroidone of the most difficult things about anxiety is that having anxiety particularly panic attacks can lead to anxiety about having more panic attacks also remember that panic attacks are typically part of your brains protective response to what it considers to be some sort of threat you may have heard of the fight or flight response when you have an anxiety attack your body is preparing you to react to something that isnt actually a threat so its almost as if youre fight or flight response is overactive here is an image that may be helpful httppsychologytoolsfightorflightresponsehtmlthere are many different things you can do you can practice breathing mindfulness meditation or yoga techniques if you decide to try some breathing techniques try breathing in for a count of five holding for a count of five breathing out for a count of five and repeating five timesalso remember that it is easier to learn these techniques when youre not having a panic attack at that point it can be really difficult to use methods to not panic also remember that panic attacks typically last 5 to 10 minutes using techniques to slow your breathing or become focused on the room around you is probably most helpful when you first start to feel anxioushere are some other techniques that may help to decrease anxiety httppsychcentralcomlib9waystoreduceanxietyrighthererightnowas you figure out what is leading up to your anxiety also consider asking yourself what is making that certain issue a big concern for you another important question could be when you have felt that way before,Anxiety
im a male in my early s lately my paranoia about being around kids is causing me too breathe heavy and sweat a lot i then start to act weird because im trying to fight my paranoia this leads to people starring at me because they dont know that im suffering from panic attacks and paranoia they just notice me acting scared around kids and they think im a threat because of it im not a pervert or predator i would never hurt a kid i like kids and dont know why im so scared to be around them i dont understand why i feel like this am i a bad person how do i make this stop,your very concern about your response to being around children shows that you arent a bad personit actually speaks to that you care panic attacks are really scary and not easy to deal with i wonder what you mean by paranoiadoes this mean you are worried about your bodys response when you are around kids do you worry about their behavior or does paranoia for you mean that you are worried about other peoples judgments of you because of panicking if what you are saying is that you are trying to fight off the anxious feelings you have it could intensify your symptoms because emotions want to be acknowledged one way to help manage through that is via deep breathing you can check out some videos on youtube that you vibe with and the nice thing about practicing this is its very easy to do in public without people noticingim also curious about more of the details of what your experience is like are there certain age ranges or behaviors that trigger your anxiety figuring out the specifics of what sparks that response in your body will give you some basic insight into why you are feeling that way and what types of situations to prepare yourself for you can do this by paying attention to what happened right before you started feeling anxiousif you are looking for more personalized ways of working through your anxiety a counselor can help personalize treatment for you there are a lot of telehealth counselors available right now at lower rates due to the covid issue as welloverall message here is theres so much you can do and your anxiety means nothing bad about you,Anxiety
im a male in my early s lately my paranoia about being around kids is causing me too breathe heavy and sweat a lot i then start to act weird because im trying to fight my paranoia this leads to people starring at me because they dont know that im suffering from panic attacks and paranoia they just notice me acting scared around kids and they think im a threat because of it im not a pervert or predator i would never hurt a kid i like kids and dont know why im so scared to be around them i dont understand why i feel like this am i a bad person how do i make this stop,in our practice many people we see have unwanted thoughts of doing harm to children  physically or sexually as you said these are intrusive and unwanted thoughts  not genuine desires to harm them this is a form of ocd we often call harm or pedophilic ocd what you are describing here as paranoia sounds similar to this and is so demoralizing because you are dealing both with the distress of these unwanted thoughts and feelings as well as the fear and uncertainty about your own character as a good personif this is really what is going on further assessment by the right professional would determine this the current gold standard approach to addressing ocd is exposure with response prevention  in this case confronting the feared situations thoughts or images on purpose rather than avoiding them until they lose the fear and shame associated with them,Anxiety
im a male in my early s lately my paranoia about being around kids is causing me too breathe heavy and sweat a lot i then start to act weird because im trying to fight my paranoia this leads to people starring at me because they dont know that im suffering from panic attacks and paranoia they just notice me acting scared around kids and they think im a threat because of it im not a pervert or predator i would never hurt a kid i like kids and dont know why im so scared to be around them i dont understand why i feel like this am i a bad person how do i make this stop,your question is written in a very sincere tone this together with the fact of searching for selfunderstanding sound more like someone who is unsure and puzzled not someone who is badwhat was your own childhood likethe sensations you describe feeling sometimes occur in people who are reminded of very deep hurts from during their own childhoodis it possible what youre feeling is from being reminded of great distress you lived through when you were at a similar age as the kids around whom you feel this sudden and great paranoia and fear,Anxiety
i am a peaceful person but i often find myself having thoughts about killing people eventhough i like the thoughts at the time they make me cry why do i feel like this,let me point a couple things out to you these thoughts obviously go against your core values otherwise they wouldnt upset you having thoughts about killing people bugs you and thats a good sign you are also concerned enough to reach out on this chat forum that tells me you have put some time into worrying about these thoughts and what they meantheres absolutely nothing wrong with a thought we all have extreme thoughts in life because our brains are built to wander unless you are acting on these thoughts they are not dangerous its important to note that having a thought doesnt mean you are that thought its pretty easy to assume that our thoughts are who we are but that couldnt be less true if we were our thoughts wed be so many different things at once itd be unimaginablesomething i wonder is if these thoughts feel intrusive to you even if you enjoy them do they seem to show up without invitation when a thought is intrusive in nature it can often make someone feel as if it is uncontrollable and holds more weight than less intrusive thoughts it is also interesting that you mention finding pleasure in thinking about killing in the sense that its definitely giving you some psychological relief in the moment from that i have two thoughts 1 could it mean you are trying to cope with something socially upsetting to you via these types of thoughts and 2 im wondering if there is any repressed anger in your life you mention being a peaceful person are you usually the peacemaker in your social world do you feel as if people take advantage of you or that you dont have a voice those situations can breed anger and resentment if you dont allow yourself to feel or express anger the brain will find a way to do it for you and its not weird or strange that it would want to send out thoughts that clearly get your attentionanother thing you could try is tracking when the thoughts come up keeping a log can help shed light on what may be triggering them and what their purpose may seem to bewishing you all the best,Anxiety
i am a peaceful person but i often find myself having thoughts about killing people eventhough i like the thoughts at the time they make me cry why do i feel like this,maybe because you have great emotional pain stored inside you of which you are not aware existssometimes people who feel greatly hurt by others or who feel unloved by others imagine if they do the opposite of love which is to kill that they will get the recognition and acknowledgement from others which they wish would come to them in a loving waythis is my theory it is not necessarily a definitive description of your inner dynamicmost important is to keep an open mind to selfdiscovery on your feelings including the ones which are uneasy such as killing to consider,Anxiety
i am a peaceful person but i often find myself having thoughts about killing people eventhough i like the thoughts at the time they make me cry why do i feel like this,hello and thank you for your question clearly this is something that has you very concerned sometimes thoughts are just thoughts and they are pretty harmless many people have thoughts of killing someone but they would never actually do it they really dont even want to do it they are just having a thought other times thoughts are a sign of something more serious and we should receive help when they start to worry us i would recommend meeting with a counselor to discuss these thoughts it is usually a safe environment where you can get advice with little judgement now if you begin to start thinking about killing someone specific and making a plan to do it in reality you should call for help immediately by help i mean 911 or a family member or friend you would want to get help before doing something to harm yourself and others again none of this is to judge but rather to encourage you to get the help youre seeking either way when we become concerned about some aspect of our behavior seeking counseling is usually a good choice be well robin j landwehr dbh lpcc ncc,Anxiety
im  and im sick and tired of going back and forth id like to stay at my mothers house this problem has really affected me ive had anxiety attacks and suicidal thoughts and selfharm in the past currently im going through anxiety and my thearapist is not available how do i handle this,sounds like a lot is going on right now at such a young age id start with discussing with mom your concerns and ideal situation im unsure what prevents you from staying there but whoever you are staying with it should be brought to their attention in regards to your anxiety attacks deep breathing is always a benefits i have a link you can use to help to do this online if you are interested in addition finding ways you usually cope with anxiety and whats worked before can help and if it isnt exploring new way to calm you down can be beneficial this is something you can speak with your therapist about going forward when they are availablein regards to feeling suicidal i would call suicide prevention hotline you can google them if you truly feel the ideation is getting worse they are professional agents who can speak with you about your ideation and help you through the process hope this helps,Anxiety
im  and im sick and tired of going back and forth id like to stay at my mothers house this problem has really affected me ive had anxiety attacks and suicidal thoughts and selfharm in the past currently im going through anxiety and my thearapist is not available how do i handle this,thats a really tough situation and it can feel like you have no control as a teen have you checked your states laws in some states you can choose which parent you live with as long as you are above a certain age how comfortable do you feel about talking to your mom about staying there maybe theres a way she can help advocate for you or support you in the ways you needtry to remember that although it may feel like this is your life forever you only have less than a year until you can make those kinds of decisions for yourself when your therapist becomes available again it may help to come up with a plan to make it through the time you do have left that can include things that help calm you things that help you survive your dads house if you have to go friends you may be comfortable confiding in etc if you are feeling like you need more emotional support you can text hope to 741741 the hopelinethey are a great resource that doesnt require too much privacy if you are around other people,Anxiety
im  and im sick and tired of going back and forth id like to stay at my mothers house this problem has really affected me ive had anxiety attacks and suicidal thoughts and selfharm in the past currently im going through anxiety and my thearapist is not available how do i handle this,at age 17 i think you are old enough to decide which parent you want to stay with fulltime i would gently and lovingly tell your father that youve decided to stay with your mother you can offer to visit him regularly if youd like parents often have a hard time letting go and especially in divorce situations your dad might feel as though hes lost the battle if you go live with your mom he might also feel hes lost you if your dad is unrelenting and the situation unbearable you can ask a judge to modify the custody agreement,Anxiety
im  and im sick and tired of going back and forth id like to stay at my mothers house this problem has really affected me ive had anxiety attacks and suicidal thoughts and selfharm in the past currently im going through anxiety and my thearapist is not available how do i handle this,ok first things first we have to think of your safety and take care of those thoughts of hurting yourselfyes this is a major problem for you and can cause anxiety and depression you have the right to be sick and tired kids often are pawns in this marital problems that their parents have im sorry that this is happening to youi am not sure of your rights in the state you live in but as far as i know you as a 17 year old you have the right to stay where you want so youre going through an anxiety episode and your therapist is not available if im the therapist we would have already set up a plan so that if you are in this situation you would know what to do in the worst case scenario you would be able to contact mebut i would have given you several exercises to help reduce your anxietystaying with your mom should be your choice i know you probably dont want to hurt anyones feelings but there are ways to ease the tension maybe with your permission and their agreement we all could meet together for a session or two to ease your tensions and get over and through this hassle,Anxiety
im  and im sick and tired of going back and forth id like to stay at my mothers house this problem has really affected me ive had anxiety attacks and suicidal thoughts and selfharm in the past currently im going through anxiety and my thearapist is not available how do i handle this,have you told either of your parents that the current house rotation of where you stay bothers yousince each parent has an interest to be together with you i imagine that to some degree each cares how you feelif these conversations are not getting your problem solved then maybe your therapist can have a family session with your parents together and depending on the outcome with you and each parent,Anxiety
im  and im sick and tired of going back and forth id like to stay at my mothers house this problem has really affected me ive had anxiety attacks and suicidal thoughts and selfharm in the past currently im going through anxiety and my thearapist is not available how do i handle this,i am so sorry to hear you are going through this divorce can be so disruptive in a childs lifeid really need a lot more information about your situation before id feel comfortable offering any advice or suggestions there are so many variables and not knowing the whole story any advice could possibly make your situation worsei do see some positives though one you say you have a therapist thats great i hope youre able to talk to them about this soon still they cant give you legal advice and a lot of this situation may be dictated by the law what your therapist can help with though is dealing with whatever situation you have to follow by law if you cant change the situation you at least need to learn how to cope with it better two youre 17 when youre 18 youre legally an adult and will not be bound by any custody rules or visitation plans in place honestly teenagers usually have a lot of say with the courts in custody arrangements since you didnt specify more on the situation i have no idea what your specific situation is were your parents ever married are they separated or divorced was there ever a court hearing for custody not all couples have an official court order arrangement all families are different too was there abuse between your parents towards you by one of them does either of them have addiction issues major health or mental health issues or anything like that you mentioned that you want to live with your mom but didnt say why are you afraid to tell your dad you want to stay with your mom is mom the lenient and fun parent while dad is the more strict one or is there something else going on this isnt a decision that should be placed entirely on you and it also isnt a decision that anyone else needs to make on your behalf without your input but advice on what to do needs to come from the people who know more about your situation so they can help recommend the best thing for you whatever you do hang in there 18 will be here before you know it focus on that freedom college plan for your future that you control and focus on making it the best it can be do not let the anxiety and depression cloud your thoughts and make you do something irreversible,Anxiety
i get very nervous and anxiousscared before sex,tell your partner about this so that ideally the person has a chance to be supportive and reassuring as well as listen to your specific worries and fearsinitiate this type of discussion at a time which is removed from the time youre about to have sexthis way you and your partner both have a chance to realize the two of you are having a discussion not a prelude to sexif you meant in your question that you feel anxious about having sex w a random partner then maybe you are less interested in hookup sex than you imagined,Anxiety
i get very nervous and anxiousscared before sex,i first wonder what your anxiety or fear connects to i dont know whether it is about sex itself or about ideas of worthiness or feeling desirablethere is also a difference between having selfdoubt about the actual physicality of having sex performancerelated or having doubts about whether you want to have sex with a particular personhaving sex can lead to feelings of great vulnerability if your partner is someone you trust consider discussing what it is that comes up for you around the issue of sex this is the certain things that your partner would be willing to do that and the ease your discomfort like staying with you for some time before and after sexual interactionsanother idea to consider is spending time with your partner and using nonsexual touch for each other perhaps first you to him and then him to you and communicating very clearly about what you like and do not like some people like to be spoken to during physical touch and other people do not all of this can be part of your discussions when you feel comfortable with that you could move into sexual touch in this manner and actually look at what you do and do not like you may also consider discussing things that are totally offlimits for you all the time and things for which you would like warning or awareness before they happen there are really a number of different ways to work on becoming more comfortable if you trust your partner and if your concern is about sex itselfif this feels pretty structured it is initially generally the idea is to learn more about each other and yourselves and then the process becomes much more naturalif the concern relates more to selfesteem related sex consider asking your partner to list several things that he or she likes about you even if you dont necessarily see yourself in the same light consider that this is how your partner sees you so these are some of the things that make you attractive to them perhaps both in sexual ways and in a wider discussion of the relationshipif this is difficult for you to sort out on your own consider seeing a therapist with experience working with couples or relationships,Anxiety
i panicked over a minor parking lot mistake it was totally my fault but due to another insurance issue i left a note with an illegible phone number guilty over this i got an envelope containing several hundred dollars unfortunately by the time i returned the other driver had seen my ersatz note and drove away since i cannot make this up to that individual how do i atone for my cowardly act i have been trying to do random acts of kindness in hopes that karma will somehow even out,from your writing you have already atoned for what you describe as cowardlyrecognizing your action and trying to directly correct it realizing your action was improper and demonstrating the willingness to take right action are all examples of making things rightsince the actual driver is unavailable to consult as to their wishes on what they expect and feel would correct the matter you did the next best thing and considered the situation from the driver point of view,Anxiety
i panicked over a minor parking lot mistake it was totally my fault but due to another insurance issue i left a note with an illegible phone number guilty over this i got an envelope containing several hundred dollars unfortunately by the time i returned the other driver had seen my ersatz note and drove away since i cannot make this up to that individual how do i atone for my cowardly act i have been trying to do random acts of kindness in hopes that karma will somehow even out,thanks for sharing as it shows your humanity and that you have a sensitive conscience in your example here id encourage you to always think safety first and never offer a stranger at the accident scene several hundred dollars why because it could go badly against you ie extortion robbed or would this be considered a bribe to the point im reminded of steps eight and nine in many 12step programs regarding making amends in your specific example since the injured unidentified party departed and by your own admission youve been doing random acts of kindness it seems to me youve acted in reasonable good faith fashion to make amends well done im not a karma expert but as a therapist i would invite you to explore the deeper story behind your use of the words cowardly guilty and what it does for you to engage in random acts of kindness what a fascinating journey this could be for you best wishes,Anxiety
im a teenager and while ive never been to any kind of therapist i noticed i experience several anxiety symptoms i frequently find myself not going out and following my parent around the house i cant go into stores grocery stores specifically on my own and when i do i have to be on the phone with my dad the whole time i also forget things a lot,despite your anxiety you are highly attuned to your sense of well being and skillful in articulating the details of when anxiety takes oversometimes people who anxious in specific realtime situations are helped by talking themselves through the anxietymaybe youd be able to distract yourself from the grocery store anxiety by telling yourself youre anxious and that youll be ok its only a grocery storethe longer term way to dissolve anxiety is through selfacceptance selflove selfbelief basically all the areas of trusting yourself to handle situationsanxiety is a fear of being overwhelmed by a circumstance or condition which ends badly for youoften the person can very well handle the situation about which theyre anxious the problem is not trusting themselves enough to rely on their self knowledge,Anxiety
im a teenager and while ive never been to any kind of therapist i noticed i experience several anxiety symptoms i frequently find myself not going out and following my parent around the house i cant go into stores grocery stores specifically on my own and when i do i have to be on the phone with my dad the whole time i also forget things a lot,with the way you described your anxiety it sounds like you have different types of anxiety im not sure whether you have anxiety of public places large crowds being alone sometimes called separation anxiety or some combination thereofone thing that would be helpful would be to track your anxiety and see how anxious you are on a scale of 1 to 10 in different situations also if you know what leads up to your anxiety it would be good to know this as well so you can look for patternsas for forgetting things you could be anxious because you are forgetting things or you could be forgetting things because you are anxious when you are having anxiety certain parts of your brain are overactive because you are in a kind of protective mode its also possible that forgetting things and anxiety are not relatedsomething else to try would be to notice where you feel your anxiety in your body and put your hand there is a way of giving yourself comfortanother thing about anxiety is that having anxiety can lead to more worry about having more anxiety one thing that helps for some people is to go to the regular primary care doctor to make sure that there are no physical problems just for the regular physical so they know that there are no physical problems and that the anxiety will lessen in a few minutesalso if you are able to notice your feet on the floor or your hips in the chair this is helping you to be mindful of your body and connecting you to your surroundings during this in combination with naming your emotions can be soothing as well for example in the grocery store if you are feeling anxious you could say to yourself im anxious right now and im okay while gently shifting your weight from one foot to the other no one around you would notice what you were doing and the motion may be soothing to youanxiety can have a lot of different causes and things that trigger it if it is difficult for you to work it out on your own which is very common consider talking with a local therapist so you can have more specific ideasalso consider making a list of people who you trust and what it is about them that makes you feel comfortable,Anxiety
i feel too scared to meet people i dont know even relatives i dont ever raise my hand or talk in school i feel like no one understands how can i handle this,social anxiety is scary you dont feel safe in relationships and prefer to isolate yourself from the outside world is it something you can talk to your parents about a school counselor could help you the counselor could possibly order an evaluation to determine how to helpbuild your self confidence  start slow with your family and identify a subject you are familiar with and add to a general conversation its important to start finding things in common with others you dont need to carry the conversations just add a phrase or two have an exit strategy if you get too uncomfortable keep notes of what worked and what didnt work so youll be prepared for your next opportunity carpe diem,Anxiety
i feel too scared to meet people i dont know even relatives i dont ever raise my hand or talk in school i feel like no one understands how can i handle this,it certainly sounds like you have some anxiety before deciding whether it was social anxiety or a more general type of anxiety i would wonder what it is that you think will result from you raising your hand or talking to someone you dont know here is some information on social anxiety httpssocialanxietyinstituteorgwhatissocialanxietyi would recommend talking to a local mental health professional it sounds like your anxiety is affecting your daily life and there are lots of strategies that may help to lessen thatthanks for being brave to post here,Anxiety
i feel too scared to meet people i dont know even relatives i dont ever raise my hand or talk in school i feel like no one understands how can i handle this,congratulations on your courage to ask this questionthis shows you are willing to engage with other people just not in all situations especially the in person onesstart by meeting yourselfreflect as thoroughly as possible as to what you imagine will be the outcome of meeting others or of speaking up during a classsome people are afraid of being criticized or judged by other people or do this to themselves inwardly if you are judging or criticizing yourself to be less worthy of having opinions or views or of being who you are than others then the thought of actually placing yourself in this situation would feel intolerableone way to move out from this position of feeling less than others is to recognize that these feelings are inside of youthen it is possible to know at least on an intellectual level that it is not true that any one person is superior to anotherall the people whom you are afraid to meet also have their own insecuritieswe are all equal in worth and in having blindspots about ourselvesalso it is possible that you are naturally shy and may be expecting more from yourself than is reasonable in terms of a standard about meeting othersyou may have a few fears of being judged unfairly you may also simply not enjoy being around people very muchbe aware to not push yourself beyond your natural limits overcoming fears of being judged is different than forcing yourself to do what is against your basic nature,Anxiety
ive known him for about six years weve dated off and on i hadnt seen him in close to three years but recently started seeing him again i really want this to last this time i stayed the night do i text call or make contact first the same day of the morning i left his house,it is possible your question reflects some insecurity about whether or not either or you would like this relationship to continueotherwise the answer to your question would appear naturally if you genuinely feel close enough to this person to sleep with him then who texts whom first wouldnt really matter too muchtry to understand within yourself whether you feel truly interested in this person as much as you would like to feel toward someone,Anxiety
ive known him for about six years weve dated off and on i hadnt seen him in close to three years but recently started seeing him again i really want this to last this time i stayed the night do i text call or make contact first the same day of the morning i left his house,i dont see why you cant call text or make contact first it would be up to him to reply when he can and wants to but i dont know why you couldnt initiate contactone thing to consider as you get to know each other better is having conversations about conversations for example you could say id like to call or text you more often but im concerned about  listing what you are most worried about then he can discuss his reaction and you can have a dialogue about it,Anxiety
example would be homecoming i was at my high schools home football game on friday and i left because i felt uncomfortable with all the people there and i just wanted to be by myself why is that,hi im amelia oh that is so frustrating have you ever heard of social anxiety sounds like you may be suffering from it here is a link to a quiz httpswwwpsycomnetsocialanxietytestbesides being a therapist i am a mom to 10 kids a couple of my kids are very uncomfortable with crowds and become very anxious find yourself a therapist who can assess you and spend time with you to address these issues and to help you learn tools to help you navigate these emotionsi am wishing you the best,Anxiety
sometimes im fine and can go out or meet people but other days my heart races and words physically cannot come out of my mouth ive always thought it was normal and i was just nervous but the other day it took me almost  minutes of sitting in my car to find the courage to enter target by myself,it is possible that you could have or be developing an anxiety disorder there isnt really enough information provided here to suggest a particular disorder but it might be worth meeting with a counselor or therapist to do a formal assessment some of the questions they might ask could be what other kinds of physical symptoms you experience how frequently these physical symptoms happen whats going on for you when they tend to happen and how frequentlyintensely you find yourself worrying in general anxiety itself is a really natural thing  its just when it starts interfering with your ability to do life the way you want that we start to consider potential disorders it might be that for the most part the anxiety you feel is normal and you simply have some triggers that intensify it more than usual working on your own or with the support of a counselortherapist to both address those triggers at the root and also to develop ways of managing the actual anxiety symptoms this twofold approach can be really helpful for not letting anxiety keep you from engaging in life the way youd like,Anxiety
